'TYPE','PERSONS','CHILDREN','INCOME','REGION','EDUCATION'
1,3,1,56300,2,39
2,4,3,37448,2,39
1,2,0,59613,2,44
1,5,3,36024,2,39
1,4,2,9819,2,39
1,2,0,12622,2,35
1,3,1,70250,2,39
1,5,3,62900,2,45
1,5,3,103443,2,43
1,3,1,74880,2,43
1,2,0,35825,2,40
1,5,3,5365,2,39
1,2,0,13146,2,34
1,2,0,35114,2,35
1,4,0,70492,2,34
1,3,0,4628,2,36
2,2,0,47612,2,39
1,2,0,64252,2,39
1,2,0,24937,2,37
1,5,3,22074,2,43
2,2,1,12000,2,39
1,2,0,25147,2,39
1,2,0,28000,2,39
1,4,2,19680,2,33
3,3,2,16837,2,40
1,2,0,33151,2,34
1,6,4,23500,2,39
1,2,0,59077,2,42
1,4,1,78000,2,39
3,2,0,6129,2,32
1,3,1,25600,2,37
1,3,0,13363,2,32
3,3,2,10092,2,40
1,2,0,26285,2,39
1,3,1,68000,2,41
1,2,0,42978,2,34
1,3,1,36940,2,41
1,4,1,54608,2,40
1,3,0,52672,2,34
1,2,0,67770,2,39
3,3,2,12000,2,39
1,3,1,23577,2,43
1,2,0,13924,2,34
1,3,1,14432,2,39
1,2,0,10972,2,34
1,2,0,35001,2,39
1,6,4,76072,2,43
1,6,4,39690,2,43
1,4,2,56300,2,39
1,4,2,33824,2,43
1,4,2,59026,2,42
1,3,1,50970,2,39
3,2,1,9350,2,39
3,3,2,23885,2,35
1,3,1,81220,2,43
1,3,1,77950,2,45
1,7,3,44424,2,39
3,2,1,1812,2,37
1,2,0,42513,2,44
3,2,0,23844,2,41
1,4,2,70074,2,45
1,3,1,18270,2,35
1,4,0,32580,2,39
1,4,0,92150,2,44
1,2,0,57031,2,41
3,2,1,20200,2,39
1,3,1,28812,2,41
1,3,1,40600,2,41
1,2,0,52800,2,43
1,4,2,38071,2,40
1,4,2,15334,2,39
3,2,1,22001,2,39
1,3,0,47279,2,37
1,2,0,18109,2,34
1,2,0,11423,2,40
1,4,2,42500,2,39
3,3,1,7050,2,39
1,2,0,28762,2,39
1,2,0,29331,2,40
2,2,0,54525,2,39
3,2,1,9825,2,40
1,2,0,48772,2,39
1,3,0,28141,2,37
3,3,2,45000,2,40
1,2,0,18100,2,39
1,5,3,16000,2,39
1,3,1,35700,2,39
1,4,2,31104,2,39
1,2,0,20540,2,39
2,2,0,21605,2,35
3,2,0,28565,2,39
1,4,2,19000,2,39
3,2,1,13373,2,38
3,4,3,6540,2,39
3,4,3,12000,2,37
3,2,1,0,2,39
1,4,1,51825,2,43
1,3,1,39000,2,43
1,5,2,48536,2,39
1,3,1,43010,2,40
3,2,0,54119,2,43
1,4,2,49100,2,39
1,4,2,19746,2,39
3,2,0,36751,2,40
1,5,3,26554,2,39
1,2,0,33150,2,39
1,3,1,55300,2,40
1,5,3,59795,2,43
1,5,3,33510,2,39
1,2,0,18084,2,39
1,4,2,54450,2,43
3,3,2,33640,2,40
1,4,2,51659,2,40
3,3,2,9910,2,39
2,3,0,34009,2,33
1,2,0,11547,2,39
3,2,1,0,2,34
1,3,0,27570,2,39
1,3,1,39422,2,40
3,2,0,12378,2,34
3,2,1,4332,2,35
1,2,0,26263,2,43
1,2,0,25647,2,40
1,5,0,58688,2,39
3,3,2,22395,2,43
3,2,0,37001,2,39
1,2,0,33396,2,39
1,4,2,66100,2,43
1,3,0,51907,2,39
1,2,0,27532,2,39
3,4,3,13700,2,41
1,3,0,43250,2,40
3,2,0,17100,2,39
1,2,0,41455,2,39
1,4,2,75010,2,43
3,2,1,18301,2,39
1,2,0,35637,2,40
2,2,1,19000,2,36
3,4,3,6190,2,39
1,7,4,16800,2,39
3,3,1,48670,2,40
1,2,0,45020,2,43
1,4,2,26020,2,43
1,5,3,90198,2,45
3,5,4,24107,2,37
1,2,0,65987,2,40
1,2,0,33500,2,39
1,7,5,41162,2,40
1,2,0,30963,2,39
1,2,0,8804,2,39
2,2,1,22723,2,43
3,3,2,3472,2,41
3,2,0,32558,2,37
1,2,0,73700,2,40
1,3,1,20332,2,38
3,2,0,35021,2,39
1,3,0,32928,2,39
1,3,0,63330,2,39
1,2,0,82234,2,41
1,3,0,106375,2,45
1,3,1,33102,2,40
1,2,0,102199,2,43
1,2,0,37245,2,43
1,2,0,48720,2,43
1,2,0,31120,2,39
1,2,0,28700,2,39
1,4,2,15321,2,39
3,3,2,37126,2,46
3,3,2,17940,2,39
1,2,0,87302,2,40
1,3,1,44100,2,41
1,2,0,118700,2,43
1,2,0,60263,2,39
1,2,0,50206,2,44
1,4,0,61340,2,39
3,3,2,33932,2,39
1,3,0,68704,2,43
1,4,2,76760,2,43
1,5,3,59011,2,39
1,5,3,21666,2,39
3,3,2,20701,2,39
1,2,0,11829,2,36
1,6,0,146450,2,40
1,4,2,67000,2,43
1,4,2,55752,2,40
1,2,0,25647,2,40
1,2,0,51850,2,44
1,6,4,52014,2,43
1,3,0,33000,2,39
1,3,0,48216,2,39
1,2,0,45875,2,39
1,2,0,62100,2,42
1,5,3,42397,2,39
1,5,3,35600,2,43
1,2,0,30558,2,39
2,2,0,27537,2,39
1,3,1,59424,2,39
1,4,1,297797,2,44
1,3,1,44000,2,43
3,4,2,74483,2,40
1,4,2,58000,2,36
1,2,0,34000,2,39
1,4,1,60905,2,37
1,9,0,61548,2,36
1,3,1,5368,2,34
1,2,0,20421,2,40
1,3,0,52040,2,39
1,2,0,46530,2,43
1,2,0,17300,2,37
1,3,1,46080,2,40
1,4,2,98625,2,39
1,2,0,35016,2,40
1,3,1,86620,2,40
1,2,0,31124,2,40
1,2,0,56001,2,39
2,2,1,10160,2,39
1,4,2,40365,2,41
3,2,0,28607,2,39
2,2,0,15285,2,39
1,2,0,30287,2,43
1,3,0,52481,2,40
3,2,1,13600,2,39
1,4,2,30021,2,39
3,2,1,4452,2,34
3,6,5,7920,2,39
3,4,3,6028,2,39
1,4,2,48020,2,45
3,3,2,40100,2,39
1,5,3,24150,2,44
1,2,0,46200,2,39
1,4,0,80163,2,43
1,6,4,107236,2,43
1,2,0,34480,2,43
3,2,1,26251,2,40
3,2,1,0,2,40
1,2,0,22750,2,39
1,2,0,25140,2,37
1,2,0,24054,2,40
1,5,3,32000,2,40
1,4,2,55700,2,37
1,3,0,47215,2,39
1,4,1,67500,2,43
3,2,1,5330,2,39
3,2,1,20000,2,39
3,2,0,7352,2,40
1,4,2,46100,2,39
3,2,1,15060,2,39
1,3,1,57350,2,43
3,3,2,40600,2,40
1,4,2,18300,2,44
3,4,3,7092,2,39
1,5,3,18000,2,41
1,4,1,52777,2,39
1,4,2,39801,2,43
3,2,1,21046,2,43
1,4,2,51810,2,40
1,6,4,47500,2,43
1,3,1,107500,2,45
1,3,0,45149,2,39
1,3,0,59650,2,40
3,3,0,27755,2,35
1,3,1,57360,2,45
1,4,1,129060,2,44
1,4,1,92870,2,43
1,3,1,17690,2,43
1,2,0,50020,2,40
1,4,2,27040,2,39
2,2,1,10000,2,39
1,6,4,48324,2,43
1,2,0,39337,2,43
1,4,2,37500,2,39
1,5,3,56700,2,39
1,4,2,16993,2,39
1,4,0,64805,2,39
3,2,1,8234,2,41
1,5,3,55617,2,40
2,2,1,3844,2,44
1,4,0,42850,2,39
1,4,0,50006,2,44
1,2,0,26997,2,39
1,4,2,35236,2,39
1,4,2,19450,2,39
3,2,0,20270,2,34
1,2,0,30999,2,39
1,4,2,34500,2,39
1,4,2,63500,2,35
1,4,1,36000,2,36
1,2,0,17743,2,39
1,2,0,55500,2,39
2,2,0,26440,2,39
1,2,0,32975,2,43
1,2,0,20565,2,36
1,5,3,64000,2,41
1,4,1,79200,2,39
1,2,0,68600,2,39
1,4,2,19300,2,39
2,2,1,-8999,2,39
3,3,2,11500,2,40
3,3,2,14510,2,39
1,4,2,25710,2,39
1,2,0,16620,2,39
1,2,0,39047,2,39
1,5,3,53918,2,43
3,2,0,23862,2,39
1,4,2,59000,2,44
1,2,0,25410,2,39
3,4,3,4510,2,36
1,2,0,24232,2,39
1,2,0,26652,2,34
1,3,1,39500,2,39
1,4,2,42570,2,39
1,4,2,30214,2,41
1,4,0,59855,2,34
1,4,2,19200,2,39
1,2,0,29000,2,40
1,2,0,58000,2,39
1,5,3,40000,2,39
1,2,0,60306,2,41
3,4,1,14477,2,38
3,2,1,722,2,39
1,2,0,57590,2,39
1,4,0,98026,2,46
1,2,0,62843,2,43
1,2,0,51447,2,41
1,3,0,36093,2,39
1,3,0,40975,2,44
3,2,1,30330,2,43
1,3,1,55921,2,40
1,4,2,58550,2,41
1,2,0,26346,2,39
1,2,0,29160,2,35
1,3,0,39519,2,40
1,2,0,78874,2,43
1,3,1,37000,2,39
1,4,2,65700,2,40
1,2,0,24608,2,39
1,3,0,42591,2,36
1,4,2,16000,2,39
1,5,3,29906,2,39
1,5,3,22400,2,39
1,6,4,18263,2,39
1,7,4,35980,2,39
1,3,1,25585,2,39
1,3,0,29905,2,39
1,5,3,29207,2,39
1,4,1,22323,2,41
1,2,0,28600,2,45
1,4,1,9615,2,39
1,4,1,58000,2,40
1,4,1,56169,2,36
1,4,2,13123,2,39
3,2,1,18700,2,39
1,3,1,35000,2,39
1,5,3,25450,2,39
1,3,1,36093,2,43
2,3,0,41694,2,40
1,2,0,110400,2,39
1,3,1,51600,2,40
1,4,1,36250,2,39
3,3,2,11000,2,41
1,3,1,22100,2,36
3,2,0,12820,2,41
1,5,3,28200,2,45
1,2,0,42313,2,40
3,3,1,16620,2,42
1,4,2,36000,2,43
1,2,0,13723,2,40
1,4,2,21069,2,41
1,3,1,43866,2,39
1,3,0,110379,2,45
1,2,0,14000,2,36
1,2,0,28000,2,39
1,2,0,78200,2,40
1,2,0,12574,2,34
1,2,0,73226,2,39
1,5,3,16393,2,39
1,2,0,33780,2,43
1,4,2,29616,2,41
3,2,0,38066,2,41
1,2,0,-294,2,39
1,5,3,106012,2,43
1,3,0,26240,2,34
1,3,0,31700,2,39
3,3,2,16320,2,39
1,3,1,42876,2,39
3,3,2,18146,2,39
1,2,0,59046,2,40
1,2,0,15766,2,39
1,5,1,21346,2,35
1,3,1,5040,2,35
3,4,3,17937,2,42
1,4,2,78200,2,43
1,2,0,125039,2,39
1,2,0,73806,2,44
1,2,0,35074,2,39
1,4,0,135509,2,46
1,5,3,30000,2,40
1,2,0,39737,2,34
1,5,3,35000,2,43
1,2,0,55565,2,39
3,2,1,11640,2,40
1,6,4,7800,2,39
1,6,3,37112,2,39
1,4,2,28001,2,39
1,3,1,44400,2,39
1,6,4,45320,2,43
3,2,1,15615,2,39
1,4,2,22000,2,39
2,3,0,29240,2,40
3,2,1,3240,2,35
1,3,0,22678,2,34
1,5,3,38460,2,44
1,4,0,84503,2,44
1,4,2,70822,2,46
1,2,0,36500,2,43
3,2,0,18260,2,39
1,4,2,13093,2,39
3,2,1,0,2,39
1,3,1,23483,2,41
3,2,0,10128,2,39
1,3,1,25000,2,39
3,2,1,2250,2,36
1,2,0,20122,2,39
1,3,1,44500,2,39
2,6,0,37634,2,32
1,2,0,16392,2,34
1,2,0,50471,2,39
1,4,2,66100,2,43
1,3,0,25710,2,39
1,4,2,46325,2,39
1,4,2,22000,2,39
1,2,0,13019,2,40
2,2,0,38400,2,39
1,3,0,23000,2,35
1,3,0,40000,2,39
1,2,0,34710,2,40
1,3,0,21415,2,34
1,4,2,33820,2,39
1,2,0,21980,2,36
1,2,0,29000,2,39
1,5,3,40050,2,39
1,4,2,41600,2,43
1,4,2,35524,2,39
1,3,0,66669,2,39
1,3,1,26750,2,39
1,3,0,42750,2,41
1,2,0,40312,2,39
1,4,2,38900,2,40
1,2,0,37500,2,39
1,2,0,50152,2,40
1,4,2,43726,2,41
1,5,2,31800,2,37
1,2,0,13554,2,33
1,4,0,48300,2,41
2,3,2,11248,2,39
1,4,2,51134,2,41
1,3,0,41000,2,39
1,2,0,11628,2,34
1,5,3,5677,2,39
1,2,0,39439,2,34
1,3,1,45750,2,39
1,3,1,14810,2,43
1,4,2,20000,2,39
1,3,1,26440,2,44
1,2,0,9948,2,44
1,3,1,23145,2,44
1,2,0,24696,2,39
1,3,0,55076,2,40
2,5,0,48730,2,37
1,4,2,30010,2,39
1,3,0,40179,2,34
1,2,0,3502,2,34
2,2,1,19476,2,39
1,4,0,14225,2,33
3,2,1,2260,2,39
1,4,2,-2602,2,40
1,4,1,41104,2,40
1,2,0,27067,2,39
1,2,0,28756,2,39
1,2,0,14724,2,39
1,2,0,12768,2,36
3,2,0,13886,2,39
1,4,2,42413,2,39
1,3,1,71339,2,45
1,3,1,48506,2,39
1,4,2,51779,2,43
1,2,0,14256,2,33
1,2,0,64100,2,40
1,2,0,13020,2,39
3,2,0,13036,2,43
1,2,0,13933,2,39
1,2,0,43717,2,39
1,5,3,30200,2,41
1,2,0,19200,2,34
1,4,2,69350,2,46
1,3,0,61413,2,38
1,2,0,59020,2,34
1,5,1,66964,2,39
1,4,0,53546,2,40
1,3,0,53751,2,37
1,4,1,54742,2,39
1,5,2,66102,2,44
1,2,0,26775,2,40
1,2,0,32594,2,39
1,4,2,69721,2,46
1,3,1,72436,2,39
1,3,1,28153,2,39
1,4,2,22626,2,39
1,2,0,40000,2,39
1,2,0,44000,2,34
1,2,0,36100,2,39
1,6,4,38820,2,39
1,2,0,70562,2,39
1,3,0,12000,2,39
1,2,0,18297,2,39
1,2,0,24850,2,39
1,3,0,25500,2,39
1,2,0,59200,2,41
1,4,2,20960,2,40
1,2,0,36900,2,39
1,2,0,55400,2,39
1,3,1,38600,2,37
1,3,0,47540,2,37
1,4,2,14501,2,39
1,4,2,46200,2,39
1,2,0,24884,2,39
1,2,0,24785,2,34
1,4,1,24350,2,39
1,4,2,46900,2,39
1,2,0,27224,2,39
3,2,0,74017,2,39
1,2,0,15212,2,43
1,6,4,35550,2,34
1,3,1,24650,2,39
1,2,0,7863,2,39
1,4,0,49732,2,41
1,2,0,17202,2,34
1,4,2,25600,2,39
1,3,1,40024,2,41
1,5,3,56293,2,40
1,4,2,64220,2,41
1,2,0,40882,2,40
2,2,0,36018,2,39
1,4,0,41371,2,39
1,3,0,129341,2,42
1,4,0,49412,2,43
1,2,0,77644,2,43
3,2,0,31855,2,39
1,4,0,76626,2,39
1,2,0,28200,2,34
1,2,0,19800,2,39
1,3,1,51201,2,40
1,5,1,13379,2,39
3,2,1,2888,2,37
2,3,2,25000,2,39
1,5,3,9000,2,39
1,2,0,32856,2,34
1,4,2,27370,2,42
1,4,2,43299,2,41
1,3,1,43350,2,43
1,2,0,36233,2,39
1,2,0,19422,2,34
1,5,3,51500,2,41
1,2,0,32000,2,39
1,3,1,32020,2,39
1,4,2,28045,2,41
1,3,1,23959,2,39
1,3,1,30191,2,43
1,4,2,58650,2,43
3,2,0,9252,2,34
3,2,1,5932,2,41
1,2,0,18500,2,39
1,4,2,52200,2,39
1,6,4,31000,2,43
1,2,0,18826,2,34
1,5,3,15000,2,39
1,5,1,67345,2,43
1,2,0,40976,2,34
1,5,3,50000,2,39
1,2,0,16377,2,34
1,4,2,33100,2,43
1,2,0,37028,2,40
3,2,0,15075,2,42
1,4,1,46035,2,39
1,2,0,36702,2,44
1,2,0,31820,2,39
1,2,0,24968,2,39
1,2,0,43800,2,37
1,2,0,22000,2,39
1,4,2,55650,2,41
1,2,0,25290,2,39
1,2,0,12933,2,39
1,4,2,48044,2,43
1,3,1,16449,2,39
1,2,0,39651,2,39
1,2,0,21868,2,33
1,4,2,41358,2,39
3,2,0,11428,2,39
1,2,0,35654,2,40
2,2,0,48230,2,39
3,2,1,5000,2,39
3,3,2,6839,2,39
1,2,0,95650,2,45
1,2,0,27300,2,39
1,4,2,54400,2,43
1,2,0,12802,2,39
1,2,0,24777,2,41
1,2,0,14351,2,39
1,5,2,56675,2,40
1,5,1,41200,2,39
1,5,3,83532,2,39
3,2,1,21800,2,43
1,3,0,54000,2,40
1,5,3,77180,2,43
1,2,0,17607,2,36
1,4,0,80848,2,43
1,4,2,30500,2,41
3,2,1,8317,2,39
1,4,2,32702,2,40
1,4,1,44236,2,39
1,2,0,9400,2,39
1,2,0,24800,2,39
1,2,0,24500,2,34
1,2,0,12819,2,34
1,4,2,17000,2,39
1,5,2,46804,2,41
1,2,0,31847,2,39
1,6,4,45651,2,43
1,7,5,29080,2,41
1,3,0,28199,2,42
1,2,0,42739,2,44
1,2,0,33096,2,40
1,2,0,31300,2,39
1,2,0,51700,2,39
1,2,0,27584,2,34
1,2,0,39500,2,40
1,6,4,11900,2,39
1,6,3,33806,2,43
1,6,3,29905,2,39
1,3,0,62720,2,39
1,2,0,8200,2,34
1,3,1,22524,2,39
1,2,0,8093,2,34
1,4,0,90414,2,40
1,3,1,62921,2,40
1,4,2,15502,2,43
1,3,0,44220,2,39
1,5,3,49815,2,46
1,3,1,32500,2,39
1,2,0,26479,2,36
3,5,1,7796,2,37
3,3,2,2796,2,39
1,2,0,37420,2,40
1,3,1,19580,2,36
1,2,0,33050,2,39
3,2,1,7200,2,39
1,2,0,11585,2,34
3,2,0,38224,2,40
1,2,0,18160,2,40
3,2,0,38008,2,40
1,5,3,11616,2,39
3,2,1,12555,2,40
3,2,1,4160,2,39
1,5,2,79560,2,39
1,2,0,46316,2,40
3,4,3,13000,2,39
1,2,0,21175,2,40
1,2,0,22014,2,39
1,4,2,31052,2,39
1,2,0,22784,2,40
3,2,1,50500,2,44
1,2,0,101276,2,43
3,2,0,5615,2,37
1,2,0,7928,2,36
1,2,0,29450,2,40
1,4,2,47300,2,44
1,2,0,24967,2,39
3,5,0,69391,2,34
1,4,2,60490,2,42
1,5,2,65768,2,43
1,2,0,30778,2,32
1,3,0,62696,2,39
1,2,0,20300,2,40
1,5,3,4000,2,40
1,4,2,26352,2,40
1,4,1,52123,2,43
1,4,2,42908,2,41
1,3,0,29400,2,39
1,2,0,40900,2,40
1,2,0,20500,2,34
1,4,2,16554,2,39
1,3,0,19000,2,39
1,3,1,57048,2,40
1,4,2,41980,2,39
1,3,1,35600,2,39
1,3,1,9920,2,36
1,2,0,70000,2,40
1,2,0,85506,2,44
1,2,0,20330,2,39
1,4,2,65000,2,40
1,4,2,46400,2,43
2,3,0,35825,2,34
1,2,0,10636,2,32
1,2,0,68501,2,40
3,3,2,22450,2,40
1,2,0,49550,2,40
1,2,0,74234,2,39
1,2,0,57000,2,39
1,2,0,71857,2,39
1,4,2,63900,2,39
1,4,2,58670,2,39
1,3,1,49904,2,44
1,2,0,143425,2,44
1,4,2,26002,2,39
1,2,0,43050,2,40
2,2,1,7000,2,40
1,2,0,53750,2,43
2,2,0,43687,2,39
1,2,0,92516,2,43
1,6,4,73680,2,44
1,4,2,136807,2,45
1,2,0,60364,2,44
3,4,1,47270,2,39
1,2,0,19195,2,40
1,3,0,1098,2,37
3,2,1,10825,2,40
1,2,0,36298,2,34
1,5,2,46383,2,40
1,2,0,49702,2,40
1,5,1,86550,2,43
1,4,0,103750,2,44
1,3,1,45110,2,43
3,3,1,38124,2,40
3,2,1,18012,2,39
1,3,1,54515,2,41
1,2,0,62140,2,39
1,4,2,90100,2,43
1,2,0,30442,2,43
1,4,2,124349,2,43
1,2,0,82770,2,39
1,5,0,142249,2,39
1,2,0,66920,2,43
1,2,0,19796,2,43
1,2,0,106639,2,46
3,2,1,40165,2,43
3,2,1,6652,2,34
1,2,0,27004,2,39
1,2,0,52503,2,45
1,4,2,35000,2,40
3,2,0,1670,2,40
1,2,0,33000,2,39
1,4,0,64334,2,39
3,2,0,48616,2,43
1,4,1,78302,2,43
1,3,0,50000,2,39
3,3,2,3755,2,37
1,4,2,91500,2,42
1,4,0,90070,2,43
1,4,2,57002,2,39
1,4,0,54688,2,39
3,4,3,3674,2,39
1,3,1,21869,2,37
1,3,0,28000,2,39
3,2,0,44200,2,41
1,2,0,103000,2,40
1,5,2,57914,2,39
1,2,0,38848,2,40
2,3,0,42810,2,40
3,2,0,32600,2,39
1,3,0,47472,2,36
1,4,1,57010,2,43
1,2,0,62300,2,44
1,3,1,10796,2,34
1,2,0,15200,2,32
1,4,2,111700,2,40
3,2,1,28035,2,41
1,5,3,129520,2,44
1,2,0,97446,2,45
1,5,0,32420,2,34
1,6,4,39360,2,39
1,5,1,50515,2,39
3,2,1,10612,2,39
1,2,0,27386,2,34
1,2,0,44603,2,39
3,4,3,19924,2,40
2,2,0,32000,2,40
2,2,0,55400,2,39
1,2,0,71100,2,43
1,4,2,45794,2,43
1,2,0,48988,2,40
1,2,0,36061,2,43
1,3,0,46592,2,45
1,2,0,126221,2,43
1,5,2,138433,2,43
3,2,0,26670,2,39
1,2,0,19903,2,37
3,2,1,8518,2,39
1,2,0,9702,2,37
2,4,1,55159,2,39
3,4,1,25620,2,39
1,2,0,60550,2,40
1,3,1,57685,2,39
1,3,1,39788,2,40
3,2,0,50000,2,39
1,4,1,49676,2,39
1,5,3,39947,2,40
1,4,2,18510,2,40
2,3,0,50421,2,39
1,4,1,57900,2,40
1,2,0,35006,2,39
1,3,1,70062,2,40
3,2,0,10040,2,34
1,4,0,45900,2,39
1,3,1,53668,2,40
1,4,1,72120,2,41
1,2,0,59010,2,39
3,2,0,39690,2,39
1,4,2,58324,2,40
1,2,0,59600,2,43
1,7,5,64560,2,39
1,4,2,36050,2,39
3,3,2,15200,2,40
1,2,0,58750,2,39
1,2,0,40200,2,39
1,3,1,47490,2,39
1,2,0,12093,2,34
1,7,4,32050,2,40
1,2,0,49025,2,46
1,2,0,45331,2,39
1,4,2,47674,2,39
1,2,0,34688,2,39
1,2,0,14000,2,39
1,3,1,76250,2,40
1,4,2,48080,2,40
1,4,2,23504,2,39
1,2,0,39102,2,36
1,2,0,58000,2,40
1,2,0,21156,2,34
1,4,2,21267,2,34
3,2,1,5150,2,34
1,6,2,35520,2,33
1,2,0,11440,2,32
1,4,1,5020,2,34
3,2,1,18210,2,43
1,2,0,19000,2,39
3,5,4,4860,2,36
1,3,1,49040,2,39
1,2,0,36486,2,34
3,2,1,13500,2,40
1,4,2,33226,2,40
1,5,3,47908,2,39
1,4,2,11856,2,39
1,4,2,48110,2,39
1,4,2,42673,2,39
3,3,2,3480,2,36
3,3,2,18005,2,39
1,2,0,52000,2,39
1,6,4,41890,2,43
1,7,0,46450,2,40
2,5,4,29550,2,37
3,3,1,1500,2,36
1,2,0,20032,2,39
3,3,0,26802,2,35
3,2,1,16650,2,39
1,2,0,33800,2,39
1,3,0,89051,2,39
3,2,1,6500,2,39
1,5,3,22998,2,41
3,5,4,8052,2,39
3,2,0,27483,2,40
3,2,1,4756,2,38
3,4,0,26400,2,39
1,4,2,101500,2,43
1,4,1,39173,2,39
1,5,2,55430,2,39
1,2,0,92225,2,43
1,3,0,112569,2,39
1,4,2,100799,2,45
1,2,0,87900,2,40
1,3,1,46710,2,39
1,2,0,160337,2,43
1,2,0,44480,2,40
3,3,2,3504,2,37
3,3,1,37671,2,40
1,3,0,61057,2,39
3,2,1,7500,2,37
1,4,2,47220,2,43
1,2,0,12474,2,43
1,3,1,12700,2,40
1,3,0,54802,2,39
1,3,1,62150,2,44
1,2,0,65200,2,40
1,3,1,121975,2,45
1,3,0,80020,2,39
3,2,1,11991,2,39
3,2,1,15000,2,39
1,2,0,18814,2,35
3,3,0,42000,2,39
3,2,1,18000,2,40
1,4,2,21600,2,39
1,4,2,32034,2,39
1,2,0,7620,2,32
1,3,1,19000,2,40
1,2,0,65800,2,45
1,3,1,105000,2,44
1,4,2,42058,2,40
1,2,0,38821,2,44
3,2,1,7952,2,40
3,4,3,6054,2,37
1,4,2,27550,2,43
1,2,0,36429,2,40
1,2,0,30034,2,37
1,2,0,30125,2,34
3,2,1,23648,2,40
2,2,1,1011,2,35
1,2,0,15000,2,40
1,2,0,47172,2,43
1,2,0,52419,2,43
1,4,2,58240,2,44
1,2,0,62852,2,43
1,4,2,47706,2,40
1,4,0,63346,2,34
1,4,2,74194,2,46
1,6,4,54800,2,39
1,2,0,81800,2,39
1,5,3,63719,2,39
3,2,1,8907,2,40
1,2,0,27132,2,43
3,3,2,12310,2,40
2,3,1,86854,2,40
3,3,2,11000,2,39
1,2,0,15000,2,43
1,3,1,40500,2,36
3,3,1,40933,2,39
2,2,1,22000,2,38
1,2,0,38895,2,40
1,2,0,25331,2,39
1,3,1,76000,2,43
1,3,1,22690,2,40
1,2,0,50247,2,38
1,2,0,26670,2,40
1,2,0,91990,2,46
1,3,0,34070,2,39
1,4,2,65700,2,44
1,5,3,37716,2,39
3,2,0,50610,2,44
1,5,1,53300,2,40
1,2,0,21654,2,43
1,4,2,137910,2,43
3,2,1,25900,2,40
1,2,0,78135,2,40
1,4,2,93000,2,43
1,4,2,74980,2,46
1,3,0,81704,2,46
1,2,0,104913,2,43
3,2,0,8296,2,35
1,3,1,36030,2,36
1,2,0,37700,2,39
1,2,0,43744,2,40
3,2,1,8486,2,39
1,5,3,57074,2,43
1,2,0,18195,2,40
3,3,1,21788,2,39
1,2,0,37205,2,40
1,6,4,55000,2,40
1,4,2,18310,2,39
1,4,2,35004,2,37
1,2,0,9808,2,32
1,2,0,16791,2,34
3,2,0,23420,2,40
1,2,0,10534,2,34
1,4,2,-9798,2,43
1,2,0,27591,2,43
1,2,0,24020,2,39
1,4,2,34874,2,39
1,3,1,33000,2,39
1,7,2,24230,2,39
1,3,1,38140,2,34
1,2,0,50140,2,39
1,2,0,7678,2,32
1,4,2,85212,2,40
1,2,0,14714,2,39
1,2,0,20085,2,42
1,2,0,8210,2,35
1,2,0,28665,2,44
1,2,0,10900,2,32
1,3,0,21880,2,34
1,2,0,50622,2,39
1,5,3,39430,2,39
1,3,1,47710,2,40
1,3,0,37000,2,44
1,2,0,31700,2,39
3,2,0,17600,2,40
1,2,0,17946,2,43
1,2,0,28616,2,34
3,4,1,29400,2,39
1,2,0,9400,2,35
1,4,1,36775,2,39
3,2,0,20239,2,34
1,3,1,30930,2,41
1,4,2,36350,2,39
1,2,0,10681,2,39
1,4,1,50832,2,39
1,5,3,6418,2,42
1,2,0,24516,2,40
1,2,0,10782,2,40
1,2,0,57590,2,39
1,2,0,22850,2,39
3,2,1,6676,2,36
3,3,2,4104,2,34
3,5,4,3264,2,39
3,2,1,2808,2,37
1,2,0,17057,2,32
1,7,5,40144,2,35
1,3,1,56582,2,39
1,2,0,23500,2,37
1,4,2,20000,2,40
1,2,0,17400,2,39
1,2,0,19247,2,39
1,3,1,130499,2,42
2,3,2,18500,2,41
1,2,0,11002,2,39
1,2,0,14690,2,34
1,2,0,31851,2,39
1,2,0,39312,2,39
1,5,3,26000,2,39
1,2,0,34794,2,43
1,2,0,16000,2,39
3,2,0,44784,2,44
1,2,0,47600,2,34
1,2,0,19401,2,43
1,2,0,35205,2,37
1,2,0,25768,2,39
3,2,0,10247,2,34
1,2,0,59818,2,43
1,5,3,46000,2,40
1,2,0,47200,2,43
1,5,3,10250,2,43
1,3,0,20800,2,33
1,2,0,18550,2,34
1,3,1,29282,2,43
1,6,1,47650,2,39
3,2,1,9550,2,40
1,2,0,11383,2,34
1,3,0,94193,2,43
1,2,0,34307,2,43
1,3,0,50200,2,34
3,4,2,25971,2,37
1,2,0,32600,2,36
1,2,0,61600,2,39
1,6,3,84500,2,39
1,3,1,61055,2,39
1,2,0,42152,2,34
1,2,0,53400,2,39
1,2,0,150137,2,39
1,2,0,36998,2,43
1,2,0,20040,2,39
3,2,0,7203,2,34
1,4,2,1992,2,39
1,4,2,17353,2,39
1,3,1,22180,2,39
3,2,1,14368,2,40
1,3,0,27844,2,40
1,6,0,17368,2,37
2,3,2,250,2,39
3,3,2,6902,2,39
1,6,0,24332,2,31
3,2,1,6552,2,31
3,2,0,13836,2,34
1,2,0,9652,2,34
1,2,0,25964,2,42
1,2,0,14852,2,36
3,3,2,10080,2,39
3,2,0,25395,2,39
